timestamp,label,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16
1.9,empty,51.86576,52.23491,52.19274,51.99479,52.27589,52.05311,51.82354,52.06054,51.79741,51.71005,52.03909,51.84057,51.90826,52.23588,51.97365,52.03380
2.0,empty,52.12686,52.18858,51.97203,52.27604,52.16371,51.88176,52.11202,51.88986,51.68583,51.99261,51.82017,51.79582,52.17156,51.98080,51.99862,52.26462
2.1,empty,52.15708,51.92425,52.22684,52.23795,51.93559,52.16025,52.00915,51.71126,51.97538,51.83178,51.70166,52.08283,51.96200,51.92919,52.26880,52.01718
2.2,empty,51.86665,52.13521,52.26509,51.96806,52.18505,52.13178,51.77524,51.98809,51.88324,51.64734,51.99301,51.93287,51.83732,52.22069,52.06893,51.95856
2.3,empty,52.01930,52.24692,51.97126,52.17139,52.23258,51.85801,52.02048,51.97062,51.64509,51.92332,51.91267,51.74351,52.13061,52.08196,51.93814,52.25387
2.4,empty,52.19668,51.94860,52.11447,52.29141,51.93703,52.05489,52.07862,51.69458,51.88703,51.91792,51.67136,52.01894,52.06248,51.88796,52.23283,52.12604
2.5,empty,51.91360,52.02174,52.29859,51.99364,52.07202,52.18447,51.78303,51.88604,51.95684,51.64084,51.91043,52.02606,51.81845,52.16243,52.17660,51.92697
2.6,empty,51.91145,52.25725,52.01828,52.05737,52.26406,51.88895,51.91096,52.02623,51.66253,51.82748,51.99239,51.74854,52.05443,52.18180,51.92961,52.19941
2.7,empty,52.18219,52.01293,52.00614,52.29865,51.98822,51.94453,52.11194,51.73439,51.78416,51.97880,51.70012,51.93031,52.14831,51.90375,52.16156,52.23013
2.8,empty,51.98996,51.92543,52.28016,52.06077,51.96750,52.19263,51.84206,51.78277,51.99467,51.69150,51.81560,52.09258,51.85813,52.07990,52.26649,51.95086
2.9,empty,51.83265,52.21344,52.09594,51.96487,52.24581,51.96269,51.81384,52.03828,51.73168,51.73301,52.03550,51.80998,51.96689,52.25227,51.97779,52.12009
3.0,empty,52.11498,52.09496,51.93105,52.25448,52.07110,51.85965,52.09713,51.81729,51.69652,51.99591,51.77967,51.84428,52.19539,51.97386,52.07870,52.30117
3.1,empty,52.06990,51.87187,52.21222,52.14653,51.90002,52.15159,51.93297,51.70786,51.98483,51.78420,51.73742,52.11381,51.94628,51.99998,52.31442,52.02601
3.2,empty,51.80332,52.12545,52.17807,51.91874,52.18087,52.05525,51.75664,52.00229,51.83163,51.66844,52.03011,51.91103,51.89615,52.27481,52.07112,52.04259
3.3,empty,52.01197,52.16716,51.90869,52.16948,52.15874,51.82385,52.03745,51.91800,51.65031,51.96484,51.88755,51.78833,52.19195,52.08005,52.01189,52.32106
3.4,empty,52.12647,51.87407,52.11230,52.22294,51.88779,52.07218,52.02782,51.68345,51.93068,51.89233,51.70081,52.08551,52.05913,51.94932,52.30913,52.13314
3.5,empty,51.82913,52.01667,52.23762,51.93058,52.08694,52.13792,51.75592,51.92914,51.93333,51.65436,51.97969,52.02389,51.86603,52.24567,52.18484,51.99314
3.6,empty,51.90092,52.20527,51.94340,52.06712,52.22365,51.84705,51.95056,52.00696,51.66039,51.89650,51.99373,51.78170,52.14188,52.19368,51.98419,52.28695
3.7,empty,52.13994,51.92884,52.00809,52.26561,51.93341,51.97767,52.09851,51.71763,51.84977,51.98555,51.71906,52.01884,52.16600,51.94616,52.25532,52.24328
3.8,empty,51.89972,51.91723,52.25499,51.99556,51.99134,52.18596,51.81244,51.84177,52.00813,51.69717,51.90187,52.11778,51.88855,52.17666,52.28811,51.98939
3.9,empty,51.81248,52.19588,52.02328,51.97697,52.24610,51.92257,51.86325,52.05908,51.72574,51.81369,52.06929,51.82937,52.06323,52.28397,52.00685,52.21173
4.0,empty,52.10406,52.01806,51.92945,52.26118,52.02326,51.89684,52.12516,51.80195,51.76845,52.03866,51.78964,51.93678,52.23812,51.99448,52.17188,52.32612
4.1,empty,51.99202,51.85532,52.22408,52.09400,51.92291,52.18598,51.91085,51.76828,52.03618,51.78688,51.82288,52.16780,51.96012,52.09132,52.35282,52.03476
4.2,empty,51.77129,52.14060,52.12391,51.92594,52.22006,52.02916,51.80336,52.06109,51.82951,51.74404,52.09478,51.92024,51.98249,52.32682,52.07560,52.11993
4.3,empty,52.02807,52.11426,51.89959,52.21134,52.13153,51.85536,52.10187,51.91376,51.71379,52.03887,51.89461,51.86690,52.25693,52.08253,52.08600,52.35877
4.4,empty,52.07738,51.84887,52.15421,52.19725,51.90337,52.13981,52.02410,51.73327,52.01205,51.89983,51.76940,52.16206,52.06218,52.01758,52.36169,52.11726
4.5,empty,51.78884,52.05575,52.21573,51.93032,52.15491,52.13713,51.79128,52.01522,51.94380,51.71145,52.06568,52.03012,51.92639,52.31168,52.17170,52.04014
4.6,empty,51.93420,52.18892,51.92819,52.13232,52.22781,51.86797,52.03831,52.02267,51.70522,51.98922,52.00566,51.83280,52.21924,52.18604,52.02475,52.33237
4.7,empty,52.13021,51.90031,52.06733,52.27619,51.94071,52.06379,52.12128,51.75024,51.94608,52.00539,51.76027,52.10486,52.16647,51.97914,52.31324,52.21282
4.8,empty,51.86013,51.96747,52.27277,51.99074,52.07248,52.21702,51.83362,51.93828,52.03762,51.72863,51.99342,52.12862,51.91359,52.24449,52.26732,51.99638
4.9,empty,51.85100,52.22092,52.00846,52.04992,52.28600,51.93379,51.95652,52.09932,51.74834,51.90739,52.09224,51.84681,52.13796,52.27523,52.00691,52.25468
5.0,empty,52.13567,51.99579,51.99136,52.30970,52.02656,51.98361,52.17652,51.81723,51.86090,52.07480,51.80056,52.01516,52.24326,51.98825,52.22208,52.29248
5.1,empty,51.96511,51.90387,52.28026,52.09182,52.00026,52.24808,51.92085,51.85626,52.08583,51.79298,51.90164,52.18797,51.94894,52.14572,52.33375,52.00090
5.2,empty,51.80483,52.20277,52.11891,51.99150,52.29175,52.03631,51.88399,52.12379,51.83297,51.82009,52.13035,51.90606,52.03803,52.32358,52.03725,52.14773
5.3,empty,52.09393,52.10911,51.95163,52.29072,52.13842,51.92630,52.17637,51.91708,51.78442,52.08940,51.87981,51.92070,52.27001,52.04192,52.11453,52.33102
5.4,empty,52.07457,51.88644,52.23880,52.20644,51.96294,52.22414,52.02990,51.79627,52.07631,51.88709,51.81898,52.19110,52.02195,52.04423,52.34997,52.05060
5.5,empty,51.81180,52.14258,52.22956,51.97759,52.24647,52.14797,51.84513,52.09124,51.93588,51.75487,52.10955,51.99318,51.94895,52.31575,52.10524,52.04141
5.6,empty,52.02002,52.20932,51.96303,52.22805,52.24598,51.91187,52.12350,52.02221,51.74118,52.04603,51.97496,51.84961,52.23808,52.12291,52.02087,52.31469
5.7,empty,52.15858,51.92335,52.16387,52.30353,51.97463,52.15509,52.13063,51.77817,52.01334,51.98374,51.77033,52.13672,52.10983,51.96875,52.30908,52.12818
5.8,empty,51.87271,52.06138,52.31053,52.01542,52.16655,52.23803,51.85372,52.01305,52.02749,51.73169,52.03594,52.08146,51.89599,52.25223,52.18828,51.96475
5.9,empty,51.93896,52.26966,52.02528,52.14335,52.31990,51.94698,52.03557,52.10266,51.74488,51.95781,52.05720,51.82206,52.15538,52.20493,51.96652,52.24550
6.0,empty,52.19516,52.00672,52.08086,52.35698,52.03440,52.06365,52.19463,51.80842,51.91617,52.05396,51.76944,52.03967,52.18448,51.93944,52.22058,52.20751
6.1,empty,51.97250,51.98647,52.34063,52.09638,52.07815,52.28150,51.90851,51.91329,52.08061,51.75698,51.93038,52.14292,51.89278,52.14939,52.25873,51.93756
6.2,empty,51.87806,52.27515,52.12264,52.06439,52.34020,52.02274,51.93984,52.13483,51.79419,51.85021,52.10057,51.84431,52.04420,52.26079,51.96471,52.14100
6.3,empty,52.17649,52.11462,52.01721,52.35313,52.12622,51.97839,52.20350,51.87807,51.81322,52.07563,51.81484,51.92671,52.22104,51.96215,52.10778,52.26182
6.4,empty,52.08444,51.94302,52.31335,52.19837,52.00916,52.26636,51.99351,51.82144,52.07849,51.82172,51.82236,52.15677,51.93752,52.03492,52.29245,51.96484
6.5,empty,51.85841,52.22679,52.22829,52.01650,52.30205,52.11716,51.86486,52.10850,51.87319,51.75357,52.08988,51.90711,51.93478,52.27074,52.01284,52.02930
6.6,empty,52.11092,52.21728,51.99388,52.29460,52.22360,51.92500,52.15423,51.96538,51.73367,52.04025,51.89053,51.82872,52.20557,52.02698,52.00123,52.27195
6.7,empty,52.17773,51.94617,52.23853,52.29212,51.98072,52.19706,52.08268,51.76360,52.01994,51.90430,51.74144,52.11597,52.01375,51.93983,52.27637,52.03565
6.8,empty,51.88824,52.14095,52.31216,52.01478,52.21704,52.20169,51.83197,52.02994,51.95623,51.69420,52.02551,51.98867,51.85663,52.22872,52.09363,51.94107
6.9,empty,52.02014,52.28575,52.01894,52.19934,52.29736,51.91866,52.06020,52.04243,51.69892,51.95566,51.97098,51.77184,52.13958,52.11158,51.92994,52.23243
7.0,empty,52.22643,51.99634,52.13926,52.34981,52.00084,52.09319,52.14778,51.75491,51.91989,51.97724,51.70870,52.02954,52.09568,51.88958,52.21267,52.12663
7.1,empty,51.96028,52.04426,52.34964,52.05955,52.10971,52.24970,51.84906,51.92021,52.01579,51.68683,51.92354,52.06156,51.83008,52.14450,52.18058,51.90067
7.2,empty,51.93255,52.30031,52.08499,52.09523,52.32437,51.95958,51.94726,52.08367,51.71645,51.84405,52.02905,51.76997,52.03986,52.18814,51.91299,52.15336
7.3,empty,52.21699,52.07894,52.04490,52.35338,52.06208,51.98378,52.16698,51.79519,51.80518,52.01567,51.73080,51.92030,52.15612,51.89680,52.11841,52.20927
7.4,empty,52.05367,51.96560,52.32896,52.13628,52.01036,52.24466,51.90843,51.80914,52.03105,51.73054,51.81133,52.10118,51.86049,52.04109,52.24611,51.91907
7.5,empty,51.87458,52.25630,52.17141,52.01184,52.29456,52.03310,51.84633,52.07378,51.77792,51.73560,52.04447,51.82097,51.93384,52.23195,51.95409,52.05758
7.6,empty,52.15220,52.16867,51.98234,52.29996,52.14389,51.89880,52.13162,51.86935,51.70690,52.00508,51.79832,51.81832,52.17497,51.95774,52.02072,52.25849
7.7,empty,52.14018,51.92745,52.25475,52.22001,51.94611,52.18525,51.98933,51.72673,51.99436,51.80935,51.71970,52.09342,51.93698,51.94804,52.26999,51.99072
7.8,empty,51.86279,52.16555,52.25058,51.97171,52.21413,52.11434,51.78440,52.01258,51.86196,51.65986,52.01016,51.90758,51.85160,52.22899,52.04066,51.97395
7.9,empty,52.05034,52.23717,51.96815,52.20296,52.21904,51.86057,52.04914,51.95217,51.65146,51.94601,51.88888,51.75225,52.14538,52.05361,51.94872,52.26025
8.0,empty,52.19265,51.93929,52.14677,52.28305,51.93316,52.08609,52.06451,51.69457,51.91388,51.89732,51.67398,52.03913,52.03583,51.89283,52.24544,52.09520
8.1,empty,51.89906,52.05296,52.29632,51.98396,52.10401,52.17594,51.77689,51.91544,51.94092,51.63722,51.93466,52.00281,51.81712,52.18019,52.14753,51.92867
8.2,empty,51.93984,52.26159,52.00380,52.08833,52.26199,51.87737,51.94113,52.01622,51.65299,51.85413,51.97404,51.74097,52.07596,52.15621,51.92490,52.21559
8.3,empty,52.19322,51.99498,52.03436,52.30352,51.97226,51.97370,52.10869,51.71968,51.81148,51.96655,51.68671,51.95399,52.12768,51.89267,52.18111,52.20321
8.4,empty,51.97012,51.94935,52.29197,52.04181,51.99396,52.19656,51.82332,51.80899,51.98934,51.67307,51.83969,52.07810,51.84116,52.10120,52.24448,51.93739
8.5,empty,51.85104,52.23175,52.07558,51.98713,52.25689,51.94135,51.83731,52.04027,51.70945,51.75580,52.02796,51.78802,51.98822,52.23632,51.95829,52.14020
8.6,empty,52.13892,52.07490,51.94791,52.27222,52.04879,51.87893,52.10637,51.79274,51.71638,51.99567,51.75399,51.86394,52.18627,51.94929,52.09837,52.28511
8.7,empty,52.05184,51.88253,52.23572,52.12498,51.91397,52.16755,51.90777,51.72342,51.99180,51.75635,51.75385,52.11185,51.91797,52.01753,52.30498,52.00026
8.8,empty,51.80738,52.15342,52.15899,51.92663,52.20262,52.03116,51.76683,52.01591,51.80332,51.68032,52.03516,51.88056,51.91006,52.27228,52.04154,52.05948
8.9,empty,52.04285,52.15209,51.91021,52.19571,52.13747,51.82802,52.05674,51.89101,51.65665,51.97631,51.85668,51.79733,52.19613,52.04826,52.02468,52.31948
9.0,empty,52.11672,51.86936,52.14143,52.20605,51.88570,52.09584,52.00387,51.68366,51.94759,51.86286,51.70397,52.09578,52.02692,51.95679,52.31392,52.10162
9.1,empty,51.81878,52.04697,52.22639,51.92246,52.11338,52.11856,51.74987,51.95014,51.90698,51.65119,51.99502,51.99305,51.86730,52.25615,52.15284,52.00063
9.2,empty,51.93059,52.20064,51.92991,52.09462,52.21016,51.83503,51.97409,51.98529,51.65080,51.91554,51.96599,51.77633,52.15699,52.16299,51.98512,52.29919
9.3,empty,52.14243,51.91103,52.03487,52.25891,51.91618,52.00200,52.08276,51.70202,51.87094,51.96243,51.70705,52.03721,52.13834,51.94014,52.27176,52.21431
9.4,empty,51.87897,51.94160,52.25555,51.97423,52.01473,52.17702,51.79163,51.86337,51.99088,51.67898,51.92189,52.09464,51.87564,52.19587,52.26211,51.98420
9.5,empty,51.83294,52.20374,51.99928,51.99778,52.24443,51.89774,51.88355,52.04854,51.70225,51.83365,52.05187,51.81008,52.08360,52.26239,51.99456,52.23319
9.6,empty,52.11879,51.99303,51.94623,52.26678,51.99591,51.91424,52.12174,51.77442,51.78666,52.02776,51.76491,51.95660,52.22211,51.97566,52.19405,52.30746
9.7,empty,51.96772,51.86694,52.23649,52.06581,51.93604,52.18966,51.88081,51.78318,52.03217,51.75801,51.84045,52.15810,51.93574,52.11247,52.33963,52.01766
9.8,empty,51.77699,52.15894,52.09666,51.93372,52.23035,51.99834,51.81361,52.06389,51.79808,51.75783,52.09171,51.89163,52.00094,52.31979,52.05290,52.14352
9.9,empty,52.05109,52.08969,51.90134,52.22731,52.10173,51.85997,52.11095,51.88152,51.72251,52.04228,51.86337,51.88111,52.25629,52.05560,52.10652,52.35541
10.0,empty,52.05708,51.84435,52.17461,52.17023,51.90171,52.15422,51.99285,51.73596,52.02135,51.86772,51.77812,52.16759,52.03260,52.03351,52.36459,52.09289
10.1,empty,51.77826,52.07904,52.19307,51.92224,52.17337,52.10864,51.78741,52.02943,51.91264,51.71379,52.07675,51.99968,51.93649,52.32054,52.14481,52.05848
10.2,empty,51.95868,52.17194,51.91398,52.15329,52.20365,51.85744,52.05611,51.99419,51.70067,52.00476,51.97614,51.83620,52.23334,52.15838,52.03706,52.34510
10.3,empty,52.11990,51.88069,52.08911,52.25766,51.92387,52.08362,52.09703,51.73876,51.96474,51.97850,51.75652,52.12308,52.13980,51.98457,52.33104,52.18836
10.4,empty,51.83621,51.98833,52.26082,51.96840,52.09264,52.19827,51.81563,51.95848,52.01487,51.71774,52.01435,52.10462,51.91171,52.26618,52.24406,52.00405
10.5,empty,51.86931,52.21606,51.98178,52.06871,52.27365,51.91014,51.97656,52.08193,51.73077,51.92942,52.07236,51.83768,52.16206,52.25479,52.00726,52.27986
10.6,empty,52.13796,51.96626,52.00719,52.30422,51.99848,52.00178,52.16533,51.79386,51.88230,52.06020,51.78466,52.04003,52.22705,51.98138,52.24953,52.27552
10.7,empty,51.93443,51.91533,52.28166,52.06082,52.01498,52.24350,51.89295,51.87532,52.07728,51.77124,51.92551,52.17706,51.93537,52.17372,52.32125,51.99602
10.8,empty,51.81084,52.21062,52.08672,52.00142,52.29374,52.00543,51.89915,52.12163,51.80668,51.84125,52.12545,51.88673,52.06481,52.31656,52.02587,52.17840
10.9,empty,52.10737,52.07755,51.95572,52.29879,52.10629,51.93623,52.18048,51.88779,51.80131,52.09076,51.85603,51.94453,52.26907,52.02502,52.14388,52.32727
11.0,empty,52.04540,51.88406,52.25204,52.17488,51.96666,52.23396,51.99936,51.80758,52.08374,51.86042,51.83831,52.19643,52.00084,52.07054,52.35252,52.03538
11.1,empty,51.80276,52.15973,52.20033,51.97451,52.26105,52.11798,51.84991,52.10411,51.90805,51.76840,52.12087,51.96943,51.97066,52.32470,52.08618,52.06925
11.2,empty,52.03957,52.18403,51.95301,52.24608,52.21827,51.90957,52.14077,51.99501,51.74797,52.06262,51.95029,51.86544,52.25306,52.10159,52.04414,52.32619
11.3,empty,52.13855,51.90670,52.18381,52.27967,51.96515,52.17541,52.10574,51.77772,52.03411,51.95990,51.77939,52.15695,52.08796,51.98620,52.32678,52.10815
11.4,empty,51.85019,52.08155,52.29181,51.99913,52.18834,52.21698,51.84597,52.03658,52.00613,51.73348,52.06026,52.06076,51.90674,52.27526,52.16817,51.98253
11.5,empty,51.95764,52.25700,52.00299,52.16490,52.30391,51.93232,52.06024,52.08524,51.73937,51.98473,52.03928,51.82567,52.18252,52.18644,51.97778,52.26994
11.6,empty,52.18908,51.97960,52.10046,52.34692,52.01367,52.08771,52.18232,51.79606,51.94403,52.04023,51.76592,52.06939,52.16918,51.94378,52.24921,52.18981
11.7,empty,51.94206,52.00251,52.33694,52.07081,52.09987,52.27507,51.89016,51.94032,52.07215,51.74680,51.96097,52.13216,51.89027,52.18066,52.24468,51.94113
11.8,empty,51.88915,52.27781,52.09372,52.08217,52.34002,51.99962,51.96428,52.13236,51.77823,51.87987,52.09538,51.83545,52.07636,52.25172,51.96174,52.17225
11.9,empty,52.18504,52.08407,52.02968,52.35911,52.09986,51.99864,52.20729,51.85759,51.84019,52.07665,51.80055,51.95795,52.21791,51.95321,52.13998,52.25288
12.0,empty,52.05406,51.94914,52.32494,52.17047,52.02387,52.27623,51.97003,51.84411,52.08592,51.80326,51.85093,52.16016,51.92357,52.06626,52.28984,51.95429
12.1,empty,51.85754,52.24305,52.20063,52.02464,52.31739,52.09237,51.88190,52.12207,51.85211,51.77786,52.09990,51.88945,51.96351,52.27496,51.99770,52.05915
12.2,empty,52.13056,52.19158,51.99486,52.31439,52.19924,51.93542,52.17325,51.94335,51.75238,52.05657,51.87072,51.85327,52.21670,52.00860,52.02853,52.27550
12.3,empty,52.15556,51.93982,52.26141,52.26990,51.98394,52.22043,52.06144,51.77576,52.04181,51.88401,51.76053,52.13361,51.99371,51.96304,52.28706,52.01512
12.4,empty,51.87487,52.16534,52.29358,52.01067,52.24336,52.18288,51.83703,52.05620,51.93717,51.70690,52.04885,51.96866,51.87453,52.24610,52.07188,51.96154
12.5,empty,52.04431,52.27206,52.00784,52.22697,52.28245,51.91654,52.08938,52.02623,51.70474,51.98349,51.95269,51.78355,52.16280,52.09033,51.94518,52.24825
12.6,empty,52.21849,51.97902,52.16643,52.33996,51.99191,52.12361,52.13583,51.75380,51.95070,51.96228,51.71378,52.05736,52.07664,51.89879,52.23438,52.10299
12.7,empty,51.93790,52.06923,52.34565,52.04460,52.13959,52.24312,51.84144,51.95228,52.00553,51.68529,51.95440,52.04631,51.83288,52.17085,52.15953,51.90630
12.8,empty,51.95366,52.30256,52.06521,52.12279,52.32388,51.94628,51.97880,52.07915,51.70876,51.87625,52.01892,51.76646,52.06928,52.17125,51.91234,52.17726
12.9,empty,52.22539,52.05579,52.06848,52.35928,52.04430,52.01300,52.16886,51.78224,51.83689,52.01167,51.72150,51.95106,52.14472,51.89006,52.14530,52.18997
13.0,empty,52.02883,51.98381,52.34109,52.11551,52.03562,52.25318,51.89144,51.83859,52.03381,51.71638,51.84163,52.09625,51.84824,52.06923,52.23254,51.90846
13.1,empty,51.88634,52.27406,52.14931,52.03175,52.30948,52.01358,51.87191,52.08344,51.76019,51.76370,52.04657,51.80423,51.96146,52.22506,51.93815,52.08259
13.2,empty,52.17457,52.14697,51.99587,52.32062,52.12350,51.91916,52.14792,51.84958,51.73121,52.01435,51.77842,51.84371,52.17530,51.93754,52.04502,52.24933
13.3,empty,52.12056,51.93395,52.28006,52.20047,51.96022,52.20744,51.96920,51.74595,52.01045,51.78785,51.74133,52.10106,51.91392,51.96995,52.26809,51.96694
13.4,empty,51.86208,52.19411,52.23354,51.97900,52.24108,52.09556,51.79757,52.03471,51.84058,51.67647,52.02473,51.88328,51.86966,52.23439,52.01417,51.99238
13.5,empty,52.08051,52.22408,51.96846,52.23323,52.20323,51.86715,52.07614,51.93261,51.66216,51.96669,51.86506,51.76526,52.15769,52.02610,51.96306,52.26361
13.6,empty,52.18471,51.93295,52.17867,52.27164,51.93307,52.11650,52.04840,51.69890,51.93948,51.87572,51.68113,52.05750,52.00905,51.90197,52.25553,52.06487
13.7,empty,51.88681,52.08470,52.29044,51.97756,52.13611,52.16467,51.77484,51.94446,51.92316,51.63812,51.95787,51.97851,51.82031,52.19614,52.11804,51.93445
13.8,empty,51.96963,52.26200,51.99189,52.12033,52.25665,51.86936,51.97188,52.00367,51.64771,51.88068,51.95384,51.73791,52.09653,52.12932,51.92452,52.22977
13.9,empty,52.20024,51.97873,52.06446,52.30481,51.95915,52.00437,52.10242,51.70873,51.83967,51.95181,51.67755,51.97768,52.10501,51.88591,52.19957,52.17459
14.0,empty,51.95097,51.97590,52.30017,52.02481,52.02278,52.19723,51.80761,51.83704,51.98111,51.65840,51.86481,52.06099,51.82824,52.12241,52.22006,51.92790
14.1,empty,51.87261,52.24666,52.05616,52.01248,52.26472,51.92215,51.86349,52.03917,51.69025,51.78058,52.01744,51.76962,52.01050,52.21745,51.94249,52.16002
14.2,empty,52.15990,52.05474,51.96840,52.28697,52.02763,51.90165,52.11259,51.77035,51.73913,51.99234,51.73116,51.88557,52.17393,51.92792,52.11880,52.26570
14.3,empty,52.03264,51.89713,52.25670,52.10354,51.93191,52.18082,51.88377,51.74261,51.99581,51.73049,51.77316,52.10660,51.89215,52.03686,52.29195,51.97726
14.4,empty,51.81546,52.17955,52.13899,51.93881,52.22220,52.00726,51.78121,52.02694,51.77606,51.69583,52.03712,51.85175,51.92666,52.26614,52.01399,52.07789
14.5,empty,52.07270,52.13519,51.91607,52.22050,52.11541,51.83667,52.07406,51.86410,51.66717,51.98514,51.82654,51.80978,52.19696,52.01766,52.03989,52.31392
14.6,empty,52.10436,51.86878,52.16998,52.18748,51.88815,52.11829,51.97907,51.68837,51.96251,51.83317,51.71114,52.10319,51.99497,51.96741,52.31503,52.07079
14.7,empty,51.81210,52.07761,52.21275,51.91867,52.13952,52.09752,51.74836,51.96999,51.87953,51.65232,52.00820,51.96156,51.87226,52.26348,52.12060,52.01097
14.8,empty,51.96154,52.19307,51.92029,52.12278,52.19431,51.82735,51.99741,51.96172,51.64557,51.93330,51.93674,51.77495,52.16968,52.13116,51.98941,52.30799
14.9,empty,52.14168,51.89641,52.06328,52.24936,51.90282,52.02713,52.06451,51.69055,51.89182,51.93707,51.69907,52.05405,52.10869,51.93773,52.28550,52.18372
15.0,empty,51.86055,51.96850,52.25304,51.95610,52.03992,52.16517,51.77450,51.88571,51.97081,51.66460,51.94139,52.06880,51.86635,52.21331,52.23365,51.98230
15.1,empty,51.85669,52.20854,51.97764,52.02129,52.23968,51.87594,51.90562,52.03483,51.68211,51.85415,52.03121,51.79417,52.10320,52.23766,51.98552,52.25268
15.2,empty,52.13073,51.96942,51.96651,52.26937,51.97075,51.93435,52.11506,51.74957,51.80645,52.01332,51.74307,51.97670,52.20243,51.95979,52.21526,52.28528
15.3,empty,51.94382,51.88264,52.24622,52.03889,51.95265,52.19021,51.85264,51.80060,52.02457,51.73136,51.85934,52.14445,51.91379,52.13370,52.32241,52.00320
15.4,empty,51.78713,52.17515,52.06970,51.94559,52.23789,51.96848,51.82718,52.06329,51.76805,51.77387,52.08465,51.86476,52.02047,52.30845,52.03228,52.16709
15.5,empty,52.07271,52.06446,51.90755,52.24115,52.07194,51.86848,52.11707,51.84977,51.73427,52.04193,51.83302,51.89732,52.25134,52.02999,52.12799,52.34754
15.6,empty,52.03527,51.84439,52.19367,52.14229,51.90434,52.16634,51.96118,51.74228,52.02738,51.83560,51.78959,52.16906,52.00349,52.05126,52.36297,52.06958
